join_date,last_purchase_date,age,gender,location,number_of_site_visits,number_of_emails_opened,number_of_clicks,transaction_id,transaction_amount,campaign_id,AvgOrderVal,customer_lifespan_days,Customerlifetime_Years,recency,frequency,monetary,r_rank,f_rank,m_rank,rfm_score,rfm_segment
2021-02-27,2021-03-10,38,1,Zacharyville,4,1,1,6,5204,,867,11,1,1211,6,5203.89,1,2,2,122,Others
2023-05-23,2024-01-31,60,1,Melissafort,52,8,18,4,3079,1.0,770,253,1,205,4,3079.36,4,1,1,411,Others
2023-02-26,2023-08-21,31,1,Justinborough,50,15,1,14,7039,,503,176,1,330,14,7039.32,3,3,3,333,Others
2020-11-19,2021-09-21,57,0,Rossport,76,40,5,7,2023,1.0,289,306,1,1141,7,2022.53,1,2,1,121,Others
2022-04-07,2023-03-03,25,1,West Rebecca,144,12,25,22,11276,1.0,513,330,1,501,22,11275.63,3,5,4,354,Frequent Customers
2023-08-22,2024-04-03,22,1,Port Scottstad,109,34,14,1,1662,1.0,1662,225,1,264,1,1662.0,4,1,1,411,Others
2022-06-12,2024-05-16,37,0,Ambershire,77,96,67,12,7209,,601,704,2,63,12,7208.9,5,3,3,533,Loyal Customers
2024-01-03,2024-02-11,62,0,Saundersside,4,2,1,14,11295,,807,39,1,143,14,11295.17,5,3,4,534,Loyal Customers
2023-01-15,2023-02-19,25,0,North Anafurt,12,5,1,3,2950,2.0,983,35,1,500,3,2949.79,3,1,1,311,Others
2021-06-17,2023-04-29,24,0,Johnton,10,74,52,13,4974,4.0,383,681,2,472,13,4973.97,3,3,2,332,Others
2020-06-21,2022-03-23,54,1,Connorville,260,63,21,6,4947,1.0,824,640,2,1078,6,4946.8,1,2,2,122,Others
2020-10-27,2023-10-15,28,1,East Mariebury,516,80,28,18,7172,2.0,398,1083,3,391,18,7171.56,3,4,3,343,Others
2023-11-12,2024-02-18,61,0,Karenfurt,43,9,1,21,13084,1.0,623,98,1,138,21,13084.1,5,5,5,555,Best Customers
2024-04-13,2024-05-05,64,1,Williamsfort,4,3,1,8,3843,,480,22,1,63,8,3842.68,5,2,2,522,Loyal Customers
2023-08-21,2024-02-08,28,0,Rojasbury,28,18,1,9,5220,,580,171,1,155,9,5220.4,4,2,2,422,Others
2023-08-10,2024-04-09,44,1,Tamaraport,69,26,6,17,8656,1.0,509,243,1,85,17,8656.35,5,4,3,543,Loyal Customers
2024-04-18,2024-05-06,45,0,North Juliachester,7,2,1,12,4063,1.0,339,18,1,60,12,4062.8900000000003,5,3,2,532,Loyal Customers
2022-05-23,2022-10-04,62,1,Port Robertfurt,62,19,4,1,688,1.0,688,134,1,744,1,687.72,2,1,1,211,Others
2022-01-12,2022-04-13,33,1,New Angelaland,42,11,8,12,7781,3.0,648,91,1,816,12,7781.4,1,3,3,133,Others
2020-09-26,2023-06-09,57,1,West Robert,97,188,41,1,409,2.0,409,986,3,854,1,409.43,1,1,1,111,At Risk
2021-10-17,2022-09-15,69,0,Ellisbury,42,8,28,11,8152,,741,333,1,676,11,8151.71,2,3,3,233,Others
2020-11-25,2021-03-31,43,1,Thomasburgh,6,1,1,9,3599,,400,126,1,1195,9,3599.04,1,2,2,122,Others
2021-04-23,2024-05-16,49,0,Danaberg,355,213,37,1,261,4.0,261,1119,4,404,1,260.71,3,1,1,311,Others
2020-08-23,2024-05-17,54,1,Alexandraport,252,180,66,3,745,,248,1363,4,77,3,745.31,5,1,1,511,Loyal Customers
2023-09-28,2023-11-11,25,1,South Paulaborough,14,5,2,2,395,3.0,197,44,1,251,2,394.95,4,1,1,411,Others
2024-04-09,2024-05-22,63,0,Millerburgh,13,1,1,24,11997,1.0,500,43,1,47,24,11997.47,5,5,4,554,Loyal Customers
2024-02-11,2024-02-14,34,0,East Kimshire,1,1,1,1,598,1.0,598,3,1,141,1,597.94,5,1,1,511,Loyal Customers
2021-07-23,2023-09-16,58,0,Jillianbury,249,140,41,3,2441,1.0,814,785,3,429,3,2440.93,3,1,1,311,Others
2022-05-09,2023-03-19,38,1,Ayalafurt,22,25,15,12,6136,,511,314,1,472,12,6136.13,3,3,3,333,Others
2022-12-19,2023-08-27,54,1,West Pamelaborough,2,17,19,9,4678,,520,251,1,318,9,4677.72,3,2,2,322,Others
2020-08-01,2020-12-10,36,1,Lake Alicia,8,21,8,2,752,2.0,376,131,1,1361,2,751.64,1,1,1,111,At Risk
2024-04-17,2024-05-06,25,1,Port Aliciachester,8,2,1,5,2125,2.0,425,19,1,57,5,2125.08,5,1,1,511,Loyal Customers
2023-05-10,2023-09-03,35,0,Aliciachester,47,2,7,1,317,1.0,317,116,1,307,1,317.02,3,1,1,311,Others
2024-02-04,2024-02-12,61,1,Munozborough,1,1,1,20,13594,,680,8,1,141,20,13593.69,5,4,5,545,Loyal Customers
2020-12-02,2020-12-28,54,1,Nicholemouth,10,1,1,11,4302,3.0,391,26,1,1283,11,4302.29,1,3,2,132,Others
2023-10-31,2024-05-13,42,1,New Darrentown,72,6,2,4,1957,3.0,489,195,1,95,4,1956.8799999999999,5,1,1,511,Loyal Customers
2022-02-02,2024-04-25,59,1,Craighaven,163,123,6,22,10375,1.0,472,813,3,104,22,10375.24,5,5,4,554,Loyal Customers
2020-05-02,2021-09-14,25,1,Valerieberg,160,31,20,9,10548,3.0,1172,500,2,1053,9,10548.35,1,2,4,124,Others
2020-02-14,2024-02-15,22,1,East Joseport,51,56,52,7,4321,1.0,617,1462,5,388,7,4321.49,3,2,2,322,Others
2020-03-07,2022-07-18,25,0,East Jamesborough,5,160,43,4,2611,2.0,653,863,3,898,4,2610.9,1,1,1,111,At Risk
2022-03-26,2023-06-17,35,0,Myerschester,55,29,27,21,11620,1.0,553,448,2,397,21,11619.85,3,5,4,354,Frequent Customers
2024-03-31,2024-04-15,25,1,Port Shawn,1,2,1,19,12156,3.0,640,15,1,78,19,12155.95,5,4,5,545,Loyal Customers
2020-01-21,2022-01-22,52,0,Leeland,131,136,67,17,12017,2.0,707,732,3,896,17,12016.98,1,4,4,144,Others
2023-04-17,2023-06-07,52,1,Lake Jillshire,14,3,2,23,11634,2.0,506,51,1,395,23,11633.89,3,5,4,354,Frequent Customers
2022-09-23,2023-08-01,31,1,Timothyville,2,57,24,12,5525,,460,312,1,361,12,5524.96,3,3,2,332,Others
2021-02-16,2024-01-26,25,1,Lake Randall,379,117,85,13,8854,,681,1074,3,170,13,8854.44,4,3,3,433,Others
2022-01-28,2022-03-07,52,1,Grantside,7,5,1,8,6449,1.0,806,38,1,850,8,6448.62,1,2,3,123,Others
2020-01-14,2021-01-03,55,0,Marshallport,51,48,27,20,10485,3.0,524,355,1,1303,20,10485.15,1,4,4,144,Others
2023-05-16,2024-05-20,26,0,Russellstad,68,55,3,25,14480,1.0,579,370,2,44,25,14479.88,5,5,5,555,Best Customers
2023-03-11,2024-05-27,28,1,West Janet,91,33,30,18,9003,2.0,500,443,2,37,18,9003.46,5,4,3,543,Loyal Customers
2022-10-06,2023-04-07,66,1,Holmesmouth,21,33,6,25,17647,2.0,706,183,1,470,25,17646.61,3,5,5,355,Frequent Customers
2021-01-21,2023-05-24,67,1,Kevinchester,230,11,47,3,1682,2.0,561,853,3,715,3,1682.3600000000001,2,1,1,211,Others
2020-08-08,2021-10-07,22,1,Lake Johnmouth,166,83,33,19,10345,2.0,544,425,2,1001,19,10344.7,1,4,4,144,Others
2023-01-08,2023-08-03,52,1,Mirandafurt,74,8,7,23,17332,1.0,754,207,1,350,23,17331.77,3,5,5,355,Frequent Customers
2022-10-28,2023-08-17,23,0,East Victoria,36,13,18,16,10342,1.0,646,293,1,320,16,10342.49,3,4,4,344,Others
2020-05-14,2021-01-08,47,1,Port Erica,28,39,9,4,2716,1.0,679,239,1,1374,4,2715.85,1,1,1,111,At Risk
2023-02-16,2024-05-12,33,0,East Jenniferside,157,66,2,5,2202,3.0,440,451,2,85,5,2201.64,5,1,1,511,Loyal Customers
2022-11-11,2022-12-06,60,0,North Karen,10,2,1,23,17360,2.0,755,25,1,575,23,17360.5,2,5,5,255,Frequent Customers
2020-03-14,2020-04-01,58,1,Allenchester,4,2,1,25,13931,1.0,557,18,1,1554,25,13931.4,1,5,5,155,Frequent Customers
2020-06-10,2022-03-11,25,0,West Christopherton,192,97,18,2,833,2.0,417,639,2,1007,2,833.0999999999999,1,1,1,111,At Risk
2023-07-02,2024-04-13,28,0,East Tony,52,11,22,20,11800,1.0,590,286,1,96,20,11799.84,5,4,4,544,Loyal Customers
2021-12-13,2021-12-14,50,1,Wrightmouth,1,1,1,20,16189,2.0,809,1,1,931,20,16189.2,1,4,5,145,Big Spenders
2022-12-01,2023-08-14,21,0,Russellmouth,18,41,11,14,9734,1.0,695,256,1,323,14,9734.0,3,3,4,334,Others
2021-02-01,2022-09-05,69,1,Romerostad,286,101,51,16,10946,2.0,684,581,2,699,16,10946.11,2,4,4,244,Others
2022-05-05,2024-05-05,36,0,North Clinton,196,133,16,23,14057,1.0,611,731,3,111,23,14056.54,5,5,5,555,Best Customers
2023-10-26,2024-03-18,18,0,Susanland,43,9,5,4,642,,161,144,1,145,4,642.3,5,1,1,511,Loyal Customers
2021-06-30,2021-07-20,62,0,West Theresa,5,1,1,15,10138,1.0,676,20,1,1078,15,10138.31,1,3,4,134,Others
2021-06-07,2022-08-26,48,1,West Lisa,183,70,37,1,1286,1.0,1286,445,2,821,1,1286.17,1,1,1,111,At Risk
2020-04-11,2021-02-23,20,1,Lake Sarah,37,55,29,15,11594,1.0,773,318,1,1253,15,11593.61,1,3,4,134,Others
2020-03-15,2022-01-17,43,0,North Lauren,99,22,56,7,3844,1.0,549,673,2,1099,7,3843.9799999999996,1,2,2,122,Others
2020-02-13,2021-01-15,33,0,Holtstad,44,66,4,11,5970,1.0,543,337,1,1306,11,5969.79,1,3,2,132,Others
2020-05-13,2022-12-22,51,0,North Sandraview,400,19,42,7,4060,,580,953,3,576,7,4059.63,2,2,2,222,Others
2020-04-12,2021-09-03,58,1,Lloydfurt,177,7,36,25,13318,1.0,533,509,2,1053,25,13318.32,1,5,5,155,Frequent Customers
2023-02-26,2023-09-01,48,0,Port Richard,19,27,14,14,7678,,548,187,1,309,14,7678.17,3,3,3,333,Others
2023-01-10,2023-01-11,52,1,Lake Alyssa,1,1,1,24,12329,1.0,514,1,1,538,24,12328.789999999999,2,5,5,255,Frequent Customers
2020-03-10,2023-04-23,67,1,Monicatown,345,62,90,4,2492,1.0,623,1139,4,533,4,2492.33,2,1,1,211,Others
2022-12-24,2023-05-30,47,1,Kimberlyton,61,15,8,25,14295,,572,157,1,403,25,14294.55,3,5,5,355,Frequent Customers
2023-12-25,2024-03-22,46,1,Hopkinsburgh,24,8,2,7,2965,,424,88,1,106,7,2964.8999999999996,5,2,1,521,Loyal Customers
2020-10-22,2024-04-09,30,1,Lake Ashleyview,85,135,12,18,11564,1.0,642,1265,4,167,18,11564.08,4,4,4,444,Others
2023-02-23,2024-04-14,58,1,Briggsside,139,69,32,24,17084,1.0,712,416,2,94,24,17084.2,5,5,5,555,Best Customers
2024-02-03,2024-05-01,65,0,Lake Paul,3,9,1,13,6554,3.0,504,88,1,67,13,6554.5,5,3,3,533,Loyal Customers
2023-08-23,2023-10-10,49,1,South James,14,4,1,24,12312,,513,48,1,266,24,12312.33,4,5,5,455,Frequent Customers
2021-11-23,2022-09-11,49,1,West Michaelville,18,48,13,19,9775,1.0,514,292,1,662,19,9774.96,2,4,4,244,Others
2020-07-29,2020-11-14,37,1,Jonesport,28,20,4,5,1940,2.0,388,108,1,1330,5,1940.2600000000002,1,1,1,111,At Risk
2023-10-27,2024-04-14,61,1,Alyssashire,61,17,4,23,11691,1.0,508,170,1,85,23,11690.67,5,5,4,554,Loyal Customers
2020-05-19,2021-12-30,62,1,West Apriltown,61,20,49,18,9497,2.0,528,590,2,915,18,9496.630000000001,1,4,4,144,Others
2023-08-04,2024-03-21,33,1,North Douglasside,9,26,3,18,11279,1.0,627,230,1,112,18,11279.199999999999,5,4,4,544,Loyal Customers
2023-08-12,2023-10-11,64,0,Fieldshaven,15,5,5,8,3369,1.0,421,60,1,273,8,3369.35,4,2,2,422,Others
2020-06-27,2022-04-24,18,0,Lake Crystalton,321,92,40,22,12125,2.0,551,666,2,837,22,12124.92,1,5,5,155,Frequent Customers
2020-10-29,2024-03-02,47,0,Bradleyport,401,136,55,12,7820,1.0,652,1220,4,210,12,7820.07,4,3,3,433,Others
2021-09-13,2023-09-03,25,0,Austinview,121,110,37,7,6090,1.0,870,720,2,421,7,6090.16,3,2,3,323,Others
2022-06-07,2024-03-14,31,0,Patrickview,314,68,10,25,12473,3.0,499,646,2,111,25,12473.19,5,5,5,555,Best Customers
2022-08-31,2023-03-20,27,1,North Thomasberg,97,10,14,5,2440,2.0,488,201,1,497,5,2439.96,3,1,1,311,Others
2020-11-06,2022-05-04,41,0,Monroeview,84,48,11,8,3445,3.0,431,544,2,831,8,3445.35,1,2,2,122,Others
2024-03-10,2024-03-10,48,0,Lake Courtney,1,1,1,2,992,1.0,496,0,1,113,2,992.1500000000001,5,1,1,511,Loyal Customers
2021-10-28,2023-10-10,43,0,Josephborough,48,130,6,6,1499,1.0,250,712,2,397,6,1499.23,3,2,1,321,Others
2023-10-19,2023-12-13,25,1,New Francischester,1,5,1,15,9713,1.0,648,55,1,202,15,9713.44,4,3,4,434,Others
2020-08-19,2022-01-02,25,0,New Kathy,90,84,23,20,10770,1.0,538,501,2,915,20,10769.91,1,4,4,144,Others
2023-12-29,2024-03-28,20,0,East Cynthiaside,27,16,1,21,15271,2.0,727,90,1,109,21,15271.4,5,5,5,555,Best Customers
2022-06-08,2022-08-09,28,0,Malonehaven,18,9,1,18,10882,1.0,605,62,1,705,18,10881.7,2,4,4,244,Others
2024-05-02,2024-05-13,52,0,South Carriechester,2,1,1,13,8191,3.0,630,11,1,50,13,8190.860000000001,5,3,3,533,Loyal Customers
2022-02-03,2022-05-11,62,1,New Sarah,42,3,6,8,3826,4.0,478,97,1,800,8,3826.4700000000003,1,2,2,122,Others
2023-07-21,2023-11-21,18,1,Port Joshuaburgh,20,20,7,23,13349,,580,123,1,231,23,13349.42,4,5,5,455,Frequent Customers
2022-03-29,2023-03-14,52,1,Sarahaven,124,3,27,7,4389,1.0,627,350,1,568,7,4389.4,2,2,2,222,Others
2023-05-13,2023-12-12,67,0,New Williamchester,31,40,19,18,11492,1.0,638,213,1,231,18,11492.07,4,4,4,444,Others
2023-03-28,2023-04-07,53,0,Webbhaven,2,1,1,15,6458,1.0,431,10,1,452,15,6458.25,3,3,3,333,Others
2023-12-11,2024-02-24,18,1,Lake Glennbury,19,14,2,10,5054,1.0,505,75,1,133,10,5054.23,5,2,2,522,Loyal Customers
2021-04-16,2021-04-16,63,0,Port Elizabeth,1,1,1,4,3860,,965,0,1,1172,4,3859.62,1,1,2,112,Others
2021-08-24,2023-08-13,20,1,Kellyhaven,102,79,29,2,1425,2.0,712,719,2,905,2,1424.98,1,1,1,111,At Risk
2021-03-18,2022-12-12,34,1,Lake Jamie,195,83,43,11,6546,1.0,595,634,2,698,11,6546.35,2,3,3,233,Others
2021-01-24,2022-11-28,19,0,Lauraburgh,290,121,12,17,11227,,660,673,2,646,17,11226.82,2,4,4,244,Others
2023-12-16,2024-01-08,42,0,New Timothyton,9,3,1,7,4210,2.0,601,23,1,181,7,4210.23,4,2,2,422,Others
2021-03-17,2021-05-07,42,0,Johnside,3,1,3,4,3317,1.0,829,51,1,1160,4,3317.04,1,1,2,112,Others
2021-02-03,2021-11-03,53,0,West Kevin,125,36,20,15,9869,2.0,658,273,1,975,15,9869.11,1,3,4,134,Others
2022-11-11,2023-10-21,67,1,West Robertmouth,75,1,21,25,16034,2.0,641,344,1,266,25,16034.36,4,5,5,455,Frequent Customers
2020-04-18,2023-05-12,25,0,Port Raymondstad,132,192,36,13,8283,,637,1119,4,642,13,8283.03,2,3,3,233,Others
2023-11-04,2024-02-02,25,0,Seanstad,26,6,5,7,2929,,418,90,1,163,7,2929.2200000000003,4,2,1,421,Others
2021-05-12,2023-01-02,33,1,Kellytown,61,80,36,4,2429,,607,600,2,783,4,2428.6,2,1,1,211,Others
2023-03-03,2023-12-06,27,0,New Staceyland,130,19,1,15,10023,2.0,668,278,1,213,15,10023.31,4,3,4,434,Others
2023-06-20,2023-09-15,38,1,Williamburgh,9,11,3,13,7113,4.0,547,87,1,297,13,7112.93,4,3,3,433,Others
2024-03-07,2024-03-08,52,1,Allenfurt,1,1,1,5,1989,1.0,398,1,1,116,5,1989.1100000000001,5,1,1,511,Loyal Customers
2022-11-27,2022-12-04,25,1,Torreston,2,1,1,24,10561,,440,7,1,576,24,10561.42,2,5,4,254,Frequent Customers
2021-07-07,2022-07-22,51,1,Lake Robertland,168,64,23,16,8453,2.0,528,380,2,730,16,8453.05,2,4,3,243,Others
2023-06-30,2023-11-13,21,0,North Jenny,18,12,9,18,12587,,699,136,1,247,18,12587.25,4,4,5,445,Big Spenders
2022-03-31,2022-04-10,25,0,South Jason,4,1,1,3,2663,2.0,888,10,1,815,3,2662.8,1,1,1,111,At Risk
2023-12-21,2024-02-09,32,1,Moniqueton,24,1,3,15,6138,,409,50,1,150,15,6137.54,4,3,3,433,Others
2021-05-31,2024-04-28,32,0,Adriennebury,269,58,4,15,8647,2.0,576,1063,3,297,15,8647.38,4,3,3,433,Others
2022-05-28,2023-08-26,65,1,Mackberg,202,62,30,4,2352,1.0,588,455,2,625,4,2351.5,2,1,1,211,Others
2023-05-18,2023-06-27,46,0,Snowmouth,10,2,1,6,3689,1.0,615,40,1,374,6,3689.1800000000003,3,2,2,322,Others
2023-12-27,2024-03-24,44,0,East Jasonbury,6,3,1,20,9908,1.0,495,88,1,106,20,9908.130000000001,5,4,4,544,Loyal Customers
2022-08-14,2023-10-29,25,1,Johnshire,158,66,43,7,3737,2.0,534,441,2,286,7,3736.85,4,2,2,422,Others
2021-01-17,2023-08-29,25,1,Huntmouth,10,19,73,21,15181,,723,954,3,366,21,15181.32,3,5,5,355,Frequent Customers
2024-03-29,2024-05-15,32,0,Williamsside,16,1,1,19,9512,,501,47,1,51,19,9511.65,5,4,4,544,Loyal Customers
2024-01-09,2024-01-27,56,1,Carolland,2,1,1,16,12382,4.0,774,18,1,157,16,12382.07,4,4,5,445,Big Spenders
2022-10-31,2024-05-21,28,0,New Dana,11,41,32,7,2836,,405,568,2,146,7,2835.93,5,2,1,521,Loyal Customers
2020-07-05,2021-04-04,58,1,Smithchester,52,41,11,22,11341,,516,273,1,1185,22,11341.09,1,5,4,154,Frequent Customers
2020-08-06,2022-05-27,33,0,Adamborough,19,100,45,19,14208,3.0,748,659,2,771,19,14208.119999999999,2,4,5,245,Big Spenders
2023-01-14,2024-01-05,25,0,Townsendfort,161,52,21,1,1754,1.0,1754,356,1,528,1,1754.28,2,1,1,211,Others
2021-01-10,2021-07-29,25,0,Davidbury,68,39,13,15,5877,,392,200,1,1082,15,5877.49,1,3,2,132,Others
2023-03-22,2024-03-17,26,0,Davidbury,47,34,23,24,13557,,565,361,1,133,24,13557.43,5,5,5,555,Best Customers
2022-05-10,2023-11-14,34,1,North Daniellemouth,232,23,30,21,13354,1.0,636,553,2,311,21,13353.69,3,5,5,355,Frequent Customers
2020-07-01,2023-03-27,25,1,Joshuafurt,279,83,9,1,185,2.0,185,999,3,568,1,184.93,2,1,1,211,Others
2021-08-24,2022-07-13,61,0,Lake Raymondport,148,5,23,10,5756,1.0,576,323,1,746,10,5755.969999999999,2,2,2,222,Others
2021-06-01,2022-01-07,57,1,New Annemouth,78,16,19,19,6133,1.0,323,220,1,922,19,6133.099999999999,1,4,3,143,Others
2024-03-30,2024-05-09,25,1,South Mitchell,14,1,1,6,3600,1.0,600,40,1,54,6,3599.98,5,2,2,522,Loyal Customers
2023-05-14,2024-03-07,26,0,Morriston,86,48,1,8,4326,1.0,541,298,1,120,8,4325.99,5,2,2,522,Loyal Customers
2023-12-10,2024-01-01,31,1,North Laurafort,8,2,1,18,9296,2.0,516,22,1,183,18,9295.64,4,4,4,444,Others
2021-03-23,2022-08-10,68,1,Rochachester,83,50,29,17,11982,2.0,705,505,2,751,17,11981.68,2,4,4,244,Others
2024-03-08,2024-03-12,59,0,Matthewshaven,1,1,1,12,7282,,607,4,1,112,12,7282.32,5,3,3,533,Loyal Customers
2021-01-11,2021-02-06,63,1,East Andrehaven,2,2,1,19,11956,,629,26,1,1243,19,11956.09,1,4,4,144,Others
2021-05-03,2022-06-30,67,0,North Sharon,9,37,19,10,6003,1.0,600,423,2,750,10,6003.26,2,2,2,222,Others
2024-04-19,2024-04-20,55,0,South James,1,1,1,25,14127,1.0,565,1,1,73,25,14127.29,5,5,5,555,Best Customers
2021-03-16,2021-09-11,25,1,East Jacquelineport,11,6,8,16,11476,2.0,717,179,1,1032,16,11476.06,1,4,4,144,Others
2020-07-16,2020-12-10,35,1,Harrischester,44,13,2,4,4026,3.0,1006,147,1,1354,4,4025.5,1,1,2,112,Others
2023-08-16,2023-11-20,44,0,Jasonshire,37,3,3,8,4514,1.0,564,96,1,252,8,4514.25,4,2,2,422,Others
2021-06-08,2021-09-19,38,0,Stokesborough,12,16,2,14,10027,3.0,716,103,1,1022,14,10026.81,1,3,4,134,Others
2021-06-02,2022-10-29,67,0,Lake Sandra,148,69,30,5,2134,1.0,427,514,2,752,5,2134.17,2,1,1,211,Others
2020-01-05,2022-10-30,58,1,West Parker,341,31,93,4,2677,3.0,669,1029,3,634,4,2676.8,2,1,1,211,Others
2022-02-04,2023-12-20,32,1,Ellismouth,262,121,5,23,12743,2.0,554,684,2,259,23,12742.87,4,5,5,455,Frequent Customers
2023-10-24,2024-05-07,62,1,North Scott,68,26,8,16,6432,,402,196,1,61,16,6431.990000000001,5,4,3,543,Loyal Customers
2021-03-11,2021-12-13,25,0,Tonyville,77,41,17,5,3732,2.0,746,277,1,942,5,3731.84,1,1,2,112,Others
2020-05-12,2023-11-12,69,0,New Johnnyview,305,167,33,16,8912,2.0,557,1279,4,237,16,8912.300000000001,4,4,3,443,Others
2022-01-09,2023-04-19,48,0,East Williamfort,19,69,11,13,7182,1.0,552,465,2,444,13,7182.28,3,3,3,333,Others
2020-10-30,2022-09-10,65,1,Erinmouth,299,121,42,21,14394,2.0,685,680,2,696,21,14393.630000000001,2,5,5,255,Frequent Customers
2023-06-25,2023-07-10,57,1,Daniellefurt,2,2,1,24,12345,,514,15,1,359,24,12345.17,3,5,5,355,Frequent Customers
2020-08-16,2023-01-16,60,1,North Toddburgh,244,6,32,8,5255,3.0,657,883,3,565,8,5254.7,2,2,2,222,Others
2020-08-31,2021-05-19,62,1,Shariborough,126,32,19,3,1900,,633,261,1,1167,3,1900.34,1,1,1,111,At Risk
2021-02-27,2021-09-20,57,1,North Dawnland,38,7,10,6,3763,1.0,627,205,1,1042,6,3763.4500000000003,1,2,2,122,Others
2023-11-22,2024-01-28,62,1,Port Bryan,8,12,1,22,10726,,488,67,1,165,22,10726.46,4,5,4,454,Frequent Customers
2020-08-25,2022-10-13,26,0,New Aaron,272,75,71,8,3215,,402,779,3,647,8,3215.11,2,2,2,222,Others
2022-06-25,2024-03-08,43,0,Brookebury,74,118,30,11,9670,2.0,879,622,2,156,11,9670.33,4,3,4,434,Others
2021-02-12,2021-04-20,28,0,Kimberlytown,11,11,4,7,5716,,817,67,1,1169,7,5716.09,1,2,2,122,Others
2020-08-18,2022-08-31,49,1,Rickeyshire,61,18,57,11,7972,1.0,725,743,3,738,11,7972.43,2,3,3,233,Others
2022-04-08,2024-04-27,23,0,Oliverfurt,37,25,55,13,7063,1.0,543,750,3,154,13,7063.2,4,3,3,433,Others
2022-10-04,2023-05-25,25,0,North Courtney,47,33,13,25,14806,1.0,592,233,1,407,25,14806.01,3,5,5,355,Frequent Customers
2020-09-22,2021-06-27,49,1,Deleonmouth,103,46,9,9,4335,2.0,482,278,1,1119,9,4335.0,1,2,2,122,Others
2020-06-10,2023-01-19,49,0,Port Carla,223,187,65,13,6821,2.0,525,953,3,547,13,6821.05,2,3,3,233,Others
2022-11-02,2023-03-28,25,1,North Melanie,21,16,5,18,9572,1.0,532,146,1,467,18,9572.369999999999,3,4,4,344,Others
2021-11-20,2023-03-24,23,0,Traceyfort,168,76,30,25,13906,1.0,556,489,2,483,25,13906.09,3,5,5,355,Frequent Customers
2023-07-23,2024-02-26,68,0,Robinsonstad,62,3,20,6,1977,,330,218,1,158,6,1977.1200000000001,4,2,1,421,Others
2021-09-04,2022-12-03,66,1,Kristineview,192,64,31,9,6319,2.0,702,455,2,586,9,6318.7,2,2,3,223,Others
2024-05-04,2024-05-30,22,1,South Paul,10,1,1,16,11876,2.0,742,26,1,33,16,11875.67,5,4,4,544,Loyal Customers
2020-02-10,2021-06-16,53,0,Port Tracymouth,244,38,19,18,7487,2.0,416,492,2,1114,18,7486.57,1,4,3,143,Others
2022-10-12,2023-07-08,47,0,Jessicastad,66,15,12,13,6170,1.0,475,269,1,386,13,6169.81,3,3,3,333,Others
2021-11-09,2023-09-01,33,1,East Donna,11,112,9,24,14349,2.0,598,661,2,319,24,14349.23,3,5,5,355,Frequent Customers
2022-01-08,2023-11-09,53,0,North Monicatown,69,54,51,21,11668,1.0,556,670,2,258,21,11668.25,4,5,4,454,Frequent Customers
2021-08-06,2022-06-15,31,1,Cainfurt,29,40,12,4,1280,2.0,320,313,1,849,4,1280.3400000000001,1,1,1,111,At Risk
2021-04-28,2024-05-20,22,1,North Michelle,478,215,36,13,7041,1.0,542,1118,4,308,13,7041.150000000001,3,3,3,333,Others
2021-06-28,2023-07-16,26,1,Lisabury,268,116,63,20,9922,,496,748,3,409,20,9921.59,3,4,4,344,Others
2023-04-02,2024-02-07,53,1,Port Claudiahaven,41,49,14,21,11571,2.0,551,311,1,165,21,11571.36,4,5,4,454,Frequent Customers
2023-04-03,2024-04-07,25,1,South Brenda,104,41,35,24,14579,1.0,607,370,2,92,24,14578.6,5,5,5,555,Best Customers
2023-01-12,2024-02-10,46,1,West Michaelaland,163,68,15,20,11964,3.0,598,394,2,161,20,11964.49,4,4,4,444,Others
2023-11-15,2023-11-26,48,1,Lake Robert,3,1,1,25,14087,2.0,563,11,1,220,25,14087.31,4,5,5,455,Frequent Customers
2023-08-11,2024-03-30,45,0,Robertoburgh,96,21,12,24,10815,1.0,451,232,1,97,24,10814.88,5,5,4,554,Loyal Customers
2022-07-04,2022-10-31,64,1,Dianashire,43,22,6,23,14714,2.0,640,119,1,623,23,14713.71,2,5,5,255,Frequent Customers
2023-09-24,2024-01-02,53,1,West Benjaminport,3,11,9,4,3594,2.0,899,100,1,184,4,3594.19,4,1,2,412,Others
2023-05-14,2023-05-14,30,0,Michelleshire,1,1,1,17,11650,1.0,685,0,1,414,17,11649.61,3,4,4,344,Others
2020-12-12,2021-08-22,57,0,Port Tara,89,23,1,3,4146,,1382,253,1,1097,3,4146.0,1,1,2,112,Others
2023-03-17,2024-01-03,25,1,North Mark,99,7,24,8,5062,1.0,633,292,1,188,8,5062.29,4,2,2,422,Others
2021-02-25,2023-03-27,53,0,Wisechester,242,105,8,6,4424,1.0,737,760,3,566,6,4423.53,2,2,2,222,Others
2023-09-08,2024-01-19,69,1,Brownburgh,26,9,8,13,6888,1.0,530,133,1,165,13,6887.9,4,3,3,433,Others
2024-03-06,2024-04-24,20,0,Anthonymouth,11,3,3,13,9418,,724,49,1,71,13,9417.61,5,3,4,534,Loyal Customers
2024-01-06,2024-01-07,49,1,Johnton,1,1,1,10,5477,2.0,548,1,1,177,10,5476.58,4,2,2,422,Others
2020-12-18,2021-03-01,20,1,Herreramouth,24,3,6,6,4770,1.0,795,73,1,1233,6,4770.2699999999995,1,2,2,122,Others
